央视频道,#genre#
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林2.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林3.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林4.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林5.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林6.php?id=hls/17/index.m3u8


CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/1/index.m3u8
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/2/index.m3u8
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/3/index.m3u8
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/4/index.m3u8
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/5/index.m3u8
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/6/index.m3u8
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/7/index.m3u8
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/8/index.m3u8
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/9/index.m3u8
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/10/index.m3u8
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/11/index.m3u8
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/12/index.m3u8
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/13/index.m3u8
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/14/index.m3u8
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/15/index.m3u8
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/16/index.m3u8
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/吉林7.php?id=hls/17/index.m3u8

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/酒店/广西.php?id=tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.254.96.96:8550
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.102:10250
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.122:10370
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.138:10466
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.123:10376
CCTV5+,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.254.96.234:9484
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.124:10382
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.103:10256
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.125:10388
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.104:10262
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.105:10268
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.154:10560
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.106:10274
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.254.96.161:9040
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.107:10280
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.155:10566
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.247:11124
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/湖北.php?id=239.69.1.152:10548


CCTV1,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.129:8008
CCTV2,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.60:8084
CCTV3,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.172:8001
CCTV4,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.105:8092
CCTV5,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.173:8001
CCTV5+,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.130:8004
CCTV6,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.174:8001
CCTV7,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.61:8104
CCTV8,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.175:8001
CCTV9,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.62:8112
CCTV10,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.63:8116
CCTV11,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.152:8120
CCTV12,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.64:8124
CCTV13,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.124:8128
CCTV14,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.65:8132
CCTV15,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.153:8136
CCTV16,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.184:8001
CCTV17,http://103.108.67.142:909/猎狼TV吧/PLTV592/组播/北京.php?id=239.3.1.151:8144




CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV1,http://171.109.208.148:8088/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.109.208.148:8088/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.109.208.148:8088/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.109.208.148:8088/tsfile/live/0004_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://171.109.208.148:8088/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.109.208.148:8088/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.109.208.148:8088/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.109.208.148:8088/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://171.109.208.148:8088/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://171.109.208.148:8088/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.109.208.148:8088/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.109.208.148:8088/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.109.208.148:8088/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.109.208.148:8088/tsfile/live/0014_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://171.109.208.148:8088/tsfile/live/0015_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV16,http://171.109.208.148:8088/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.109.208.148:8088/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.109.208.148:8088/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.108.239.100:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.108.239.100:8181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.108.239.100:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.108.239.100:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.108.239.100:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.108.239.100:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.108.239.100:8181/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.108.239.100:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://171.108.239.100:8181/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://171.108.239.100:8181/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.108.239.100:8181/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.108.239.100:8181/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.108.239.100:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.108.239.100:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://171.108.239.100:8181/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.108.239.100:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.108.239.100:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.108.239.100:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0



CCTV1,http://47.242.38.45:9999/ysp.php?id=cctv1
CCTV2,http://47.242.38.45:9999/ysp.php?id=cctv2
CCTV3,http://47.242.38.45:9999/ysp.php?id=cctv3
CCTV4,http://47.242.38.45:9999/ysp.php?id=cctv4
CCTV7,http://47.242.38.45:9999/ysp.php?id=cctv7
CCTV8,http://47.242.38.45:9999/ysp.php?id=cctv8
CCTV9,http://47.242.38.45:9999/ysp.php?id=cctv9
CCTV10,http://47.242.38.45:9999/ysp.php?id=cctv10
CCTV11,http://47.242.38.45:9999/ysp.php?id=cctv11
CCTV12,http://47.242.38.45:9999/ysp.php?id=cctv12
CCTV13,http://47.242.38.45:9999/ysp.php?id=cctv13
CCTV14,http://47.242.38.45:9999/ysp.php?id=cctv14
CCTV15,http://47.242.38.45:9999/ysp.php?id=cctv15
CCTV17,http://47.242.38.45:9999/ysp.php?id=cctv17
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
